title,details,date,time,location,url,image_url,source
Christmas Tea,Join Tennessee Valley Railroad Museum for a Festive Holiday Tea Room Experience in the charming upstairs viewing room of Grand Junction Depo... Cost: $ 45-60,12-21,11:00 AM,Tennessee Valley Railroad Museum,https://www.cha.guide/events/christmas-tea-19,N/A,CHA Guide Events
Home For The Holidays,"A showcase of local and national talent that are ""home for the holidays"". You never know who might show up.... Cost: $ 19-24",12-21,09:45 AM,The Comedy Catch,https://www.cha.guide/events/home-for-the-holidays-2,N/A,CHA Guide Events
Annual Holiday Art Show and Sale,"Our highly anticipated annual ART SALE is in one month!  Join the tradition of shopping for gifts or adding to your own art collection.

Twelve of Chattanooga's best artists have gathered up lots of treasures from their studios, sketchbooks, an... Read more",11-22,05:00 PM,Townsend Atelier,https://www.chattanoogapulse.com/events/annual-holiday-art-show-sale/?occ_dtstart=2024-11-22T17:00,https://www.chattanoogapulse.com/downloads/31650/download/FB%20ad.jpg?cb=6b2fd5c677486ae3e821b2769d4462eb&w=220&h=,Chattanooga Pulse
"Save Water, Drink Wine - A Holiday Sip and Shop","Mini Save Water Drink Wine is back and better than ever! Join the local water quality nonprofit WaterWays on November 22nd for a Holiday Sip and Shop at Signal Mountain Nursery for drinks, small bites, and fun! The nursery will be decked out in h... Read more",11-22,06:00 PM,Signal Mtn. Nursery,https://www.chattanoogapulse.com/events/save-water-drink-wine-holiday-sip-shop/?occ_dtstart=2024-11-22T18:00,https://www.chattanoogapulse.com/downloads/31872/download/Mini%20SWDW.png?cb=8eb36998b4a5d2628c0d98f56d2e9c78&w=220&h=,Chattanooga Pulse
Jesse Black Live at Creekside Bar + Grille,"Join artist Jesse Black for an evening of music at Creekside Bar + Grille, located in Ooltewah's Springhill Suites. Brought to you by RedTail Booking and Management. Read more",11-22,06:00 PM,Creekside Bar + Grille,https://www.chattanoogapulse.com/events/jesse-black-live-creekside-bar-grille/?occ_dtstart=2024-11-22T18:00,https://www.chattanoogapulse.com/downloads/31904/download/Jesse%20Black%20Creekside%20%20.jpg?cb=08271f5d583ca9304b949bc801d4f288&w=220&h=,Chattanooga Pulse
Red Bank Community Movie Night to Feature Holiday Film “Elf”,"The City of Red Bank will feature the popular Christmas holiday film “Elf” at their next Community Movie Night.  The public is invited to attend this family friendly free event on Friday, November 22nd, at the Joseph Glasscock Community Center lo... Read more",11-22,06:00 PM,Red Bank Community Center,https://www.chattanoogapulse.com/events/red-bank-community-movie-night-feature-holiday-film-elf/?occ_dtstart=2024-11-22T18:00,https://www.chattanoogapulse.com/downloads/31991/download/ELF%20%282%29.png?cb=23a7be453eb11e84cd17da4863d3e4ec&w=220&h=,Chattanooga Pulse
Soddy-Daisy Holiday Drive-Thru Light Show,"The Soddy-Daisy light show is back for its second season with more lights, new animations, and bigger displays. Join us on select nights starting November 22 and going through December 29. Reinvisioned and improved, this Soddy-Daisy venue packs a... Read more",11-22,06:00 PM,NoogaLights in Soddy Daisy,https://www.chattanoogapulse.com/events/soddy-daisy-holiday-drive-thru-light-show/?occ_dtstart=2024-11-22T18:00,https://www.chattanoogapulse.com/downloads/30981/download/NoogaLights-SoddyCover-2426x1365-240805.jpg?cb=531a27e22d8fd5cfe207225b5ecc3999&w=220&h=,Chattanooga Pulse
The Book & Cover Presents: An Evening with Cook's Country Editor and TV Personality Morgan Bolling,"Join The Book & Cover at our next door neighbors' shop, Queen's Kitchen, as we welcome Cook's Country Executive Editor and TV personality Morgan Bolling in celebrating the new cookbook ""When Southern Women Cook: History, Lore, and 300 Recipes wit... Read more",11-22,06:30 PM,The Book & Cover,https://www.chattanoogapulse.com/events/book-cover-presents-evening-cook-s-country-editor-tv-personality-morgan-bolling/?occ_dtstart=2024-11-22T18:30,https://www.chattanoogapulse.com/downloads/31846/download/Morgan%20Bolling%20%2B%20B%26C.jpeg?cb=4e2f95cb40a4faebdf46d53ae693a605&w=220&h=,Chattanooga Pulse
Jesse James Junkurth,Enjoy his acoustical style music on the back porch on Station Street. Read more,11-22,07:00 PM,Backstage Bar,https://www.chattanoogapulse.com/events/jesse-james-junkurth/?occ_dtstart=2024-11-22T19:00,https://www.chattanoogapulse.com/downloads/16343/download/Jesse%20James%20Jungkurth.png?cb=d817157cd34c211a4e7067133d5042b6&w=220&h=,Chattanooga Pulse
Latin Night,Join us Every Friday for a night of salsa dancing and music in The Great Scotland Yard! Hosted by DJ Extasis Read more,11-22,08:00 PM,Bar Watson,https://www.chattanoogapulse.com/events/latin-night/?occ_dtstart=2024-11-22T20:00,https://www.chattanoogapulse.com/downloads/18619/download/Latin%20Night.png?cb=83374c6578362fe2d102e55224ace1a1&w=220&h=,Chattanooga Pulse
Gladiator II in IMAX!,"From legendary director Ridley Scott, Gladiator II continues the epic saga of power, intrigue, and vengeance set in Ancient Rome.

Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius (Paul Mescal) is f... Read more",11-22,09:15 PM,Tennessee Aquarium IMAX 3D Theater,https://www.chattanoogapulse.com/events/gladiator-ii-imax/?occ_dtstart=2024-11-22T21:15,https://www.chattanoogapulse.com/downloads/31705/download/Gladiator2_Theatrical_Cinema_1920x1080_Date.jpg?cb=fd8da857cb06aca41d3d8f16c9cc5c20&w=220&h=,Chattanooga Pulse
Christkindlmarkt,"⭐️Mark your calendar for Christkindlmarkt at Coolidge Park!🎄Step into a world where the aroma of gingerbread fills the air and the sound of carols warms your heart. ❄️ From the moment you arrive, you'll be transported to a winter wonderland that ... Read more",11-23,10:00 AM,Coolidge Park,https://www.chattanoogapulse.com/events/christkindlmarkt-8/?occ_dtstart=2024-11-23T10:00,https://www.chattanoogapulse.com/downloads/28051/download/20B089A5-766E-4239-807F-72D38E1F6121.png?cb=196a4a89cbb1382cbe1cf992691b0a2b&w=220&h=,Chattanooga Pulse
Encaustic Photography Demo,"Join us Saturday, November 23rd from 1-3pm to learn about encaustic photography with Mark Boughton while he demonstrates his technique live in the gallery! Free and open to the public! Read more",11-23,01:00 PM,River Gallery,https://www.chattanoogapulse.com/events/encaustic-photography-demo/?occ_dtstart=2024-11-23T13:00,https://www.chattanoogapulse.com/downloads/31749/download/Boughton%20Demo.png?cb=eb58504217d2e23a8afa91c314ae3270&w=220&h=,Chattanooga Pulse
Winter Skating at Stable 41,"Winter Skating at Stable 41 is a fun twist on generational fun where you can glide through some magical moments as you create lifelong memories.

Stable 41 is in the heart of Fort Oglethorpe’s historic district, just a block off Highway 27 at 2... Read more",11-23,03:00 PM,Stable 41,https://www.chattanoogapulse.com/events/winter-skating-stable-41/?occ_dtstart=2024-11-23T15:00,https://www.chattanoogapulse.com/downloads/32027/download/%281080%20x%201080%29%20Winter%20Skating%20Social%20Posts.png?cb=599210a2630649afacd2e8d2ae5c88cc&w=220&h=,Chattanooga Pulse
Chattanooga Strike vs. Southwest Warriors,ABA Basketball Game Read more,11-23,05:00 PM,Midtown Arena,https://www.chattanoogapulse.com/events/chattanooga-strike-vs.-southwest-warriors/?occ_dtstart=2024-11-23T17:00,https://www.chattanoogapulse.com/downloads/31709/download/Nov%2023%2C%202024%20Game%20Flyer.jpeg?cb=14006fc077d3fe11c20b30fd8a8289d8&w=220&h=,Chattanooga Pulse
Soddy-Daisy Holiday Drive-Thru Light Show,"The Soddy-Daisy light show is back for its second season with more lights, new animations, and bigger displays. Join us on select nights starting November 22 and going through December 29. Reinvisioned and improved, this Soddy-Daisy venue packs a... Read more",11-23,06:00 PM,NoogaLights in Soddy Daisy,https://www.chattanoogapulse.com/events/soddy-daisy-holiday-drive-thru-light-show/?occ_dtstart=2024-11-23T18:00,https://www.chattanoogapulse.com/downloads/30981/download/NoogaLights-SoddyCover-2426x1365-240805.jpg?cb=531a27e22d8fd5cfe207225b5ecc3999&w=220&h=,Chattanooga Pulse
Razzle Dazzle,"Razzle Dazzle is The Pop-up Project's annual fundraiser supporting mission to create a vibrant, sustainable, and authentic arts economy! Razzle Dazzle will present performances from 100 of our dancers in our various outreach programs, signature p... Read more",11-23,07:00 PM,Girls Preparatory School,https://www.chattanoogapulse.com/events/razzle-dazzle/?occ_dtstart=2024-11-23T19:00,https://www.chattanoogapulse.com/downloads/31674/download/FRONT.png?cb=b5577a543600f75dfb7114e7d02f3878&w=220&h=,Chattanooga Pulse
Gladiator II in IMAX!,"From legendary director Ridley Scott, Gladiator II continues the epic saga of power, intrigue, and vengeance set in Ancient Rome.

Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius (Paul Mescal) is f... Read more",11-23,09:15 PM,Tennessee Aquarium IMAX 3D Theater,https://www.chattanoogapulse.com/events/gladiator-ii-imax/?occ_dtstart=2024-11-23T21:15,https://www.chattanoogapulse.com/downloads/31705/download/Gladiator2_Theatrical_Cinema_1920x1080_Date.jpg?cb=fd8da857cb06aca41d3d8f16c9cc5c20&w=220&h=,Chattanooga Pulse
Fall Yoga in the Park,"🍂 Fall Yoga in the Park 🍁

As the crisp autumn air settles in, join us for Fall Yoga in the Park every Sunday from 9am-10am in the peaceful Stone Circle at Renaissance Park. This is a nature-inspired practice designed to deepen your connection ... Read more",11-24,09:00 AM,Renaissance Park,https://www.chattanoogapulse.com/events/fall-yoga-park/?occ_dtstart=2024-11-24T09:00,https://www.chattanoogapulse.com/downloads/31257/download/Fall%20YitP.png?cb=6e3d2cb8f28f4a0f93937a3eccf4540f&w=220&h=,Chattanooga Pulse
Inspire Chattanooga Cool Runnings,"Inspire Chattanooga meets every Sunday at 8:00 am at Camp Jordan. Join us for a one hour walk or run. Wear comfortable and supportive footwear, along with suitable clothing for the weather. Free and Fun! Read more",11-24,09:00 AM,Camp Jordan Park,https://www.chattanoogapulse.com/events/inspire-chattanooga-cool-runnings/?occ_dtstart=2024-11-24T09:00,https://www.chattanoogapulse.com/downloads/16411/download/Inspire%20Chattanooga%20Cool%20Runnings.png?cb=c570dc6a30bc878039d55be1a0d33252&w=220&h=,Chattanooga Pulse
Live Music on the Patio,"Enjoy drinks and amazing brunch from Neutral Ground and Poppyton's while listening to live music on our covered and heated patio. $10 cover, all of cover goes to the musicians. Read more",11-24,11:30 AM,Proof Bar & Incubator,https://www.chattanoogapulse.com/events/live-music-patio-0/?occ_dtstart=2024-11-24T11:30,https://www.chattanoogapulse.com/downloads/29689/download/live%20music%20on%20the%20patio.png?cb=e5aef8cfe4e48e9cd9d6df72a1d9d3f8&w=220&h=,Chattanooga Pulse
Danimal Pinsion and Friends,"Danimal Pinson, Jessica Nunn and Ian Asmussen back together on Sundays at Backstage Chattanooga on the Back Porch. Read more",11-24,02:00 PM,Backstage Bar,https://www.chattanoogapulse.com/events/danimal-pinsion-and-friends/?occ_dtstart=2024-11-24T14:00,https://www.chattanoogapulse.com/downloads/16845/download/Danimal%20Pinsion%20and%20Friends.png?cb=1fd5314562800912ce3f764d565f2941&w=220&h=,Chattanooga Pulse
Teen Steam at Avondale,"Teens, join us every Friday at 5:00 pm for Teen Steam!",11-22,05:00 PM,Avondale Library,https://chattlibrary.org/event/boss-teen-steam-at-avondale-2/2024-11-22/,https://chattlibrary.org/wp-content/uploads/2024/01/BOSS-1280-x-720-px-1-1.png,Chatt Library
Library: After Hours – Spa Night (Ages 12-18),"Teens, ages 12-18- Come hang out at the library after hours! It’s Library Late Show time and we’re open late just for teens. Treat yourself to a relaxing evening with homemade bath bombs, lip scrubs, and more. Pizza will be served.  RSVPs required. Space is limited, so be sure to RSVP and fill out the […]",11-22,06:00 PM,Northgate Library,https://chattlibrary.org/event/library-after-hours-spa-night/,https://chattlibrary.org/wp-content/uploads/2024/10/NG-Spa.png,Chatt Library
Improv Chattanooga Monthly Comedy Show,Join Improv Chattanooga the last Friday of every month for a night of FREE laughs at the Downtown Library.,11-22,07:00 PM,Downtown Library,https://chattlibrary.org/event/improv-chattanooga-monthly-comedy-show-2/2024-11-22/,https://chattlibrary.org/wp-content/uploads/2024/07/Improv-Chattanooga-Comedy-Show-Last-Fridays.png,Chatt Library
"Baby Bounce at Downtown Monday, Thursday and Saturday 10am",Baby Bounce is a 30-minute program for parents and caregivers of tiny tots aged 1 day to 18 months.,11-23,10:00 AM,Downtown Library,https://chattlibrary.org/event/baby-bounce-at-downtown-monday-thursday-and-saturday-10am/2024-11-23/,https://chattlibrary.org/wp-content/uploads/2023/09/Baby-Bounce-1280-x-720-px.png,Chatt Library
"Toddler Time at Downtown Monday, Thursday and Saturday 11am",Toddler Time is a 30-minute action-packed informal learning program for children ages 18 to 36 months.,11-23,11:00 AM,Downtown Library,https://chattlibrary.org/event/toddler-time-at-downtown-monday-thursday-and-saturday-11am/2024-11-23/,https://chattlibrary.org/wp-content/uploads/2023/09/Toddler-Time-Posters-1280-x-720-px.png,Chatt Library
Teen Flavor Lab: Homemade Oreos,Join us on the 4th Saturday of every month for a fun cooking program designed for 9th - 12th graders.,11-23,02:00 PM,Downtown Library,https://chattlibrary.org/event/high-school-flavor-lab-downtown-3-7/,https://chattlibrary.org/wp-content/uploads/2024/05/Flavor-Lab-Web.png,Chatt Library
Saturday Skill Seekers: Fall Meditation Workshop,Join us once a month at Eastgate for Saturday Skill Seekers! Each program will teach adults about a specific topic and then we'll go over the library and community resources that are available to you. Each program will start at 2:00 PM. Upcoming Dates: November 23- Fall Meditation Workshop Patti Childers from the Family Justice […],11-23,02:00 PM,Eastgate Library,https://chattlibrary.org/event/saturday-skill-seekers-7/,https://chattlibrary.org/wp-content/uploads/2024/10/6-1.png,Chatt Library
Make & Play Saturdays!,Join us at Eastgate for Make & Play Saturdays! Each Saturday from 3:30-4:30 pm we will have crafts & activities for children ages 6-11 to enjoy. Check out what we have in store below or download the flyer here! November 11/16 - Lego Challenges 11/23 - 3D Printing 11/30 - Board Game Palooza! December 12/7 […],11-23,03:30 PM,Eastgate Library,https://chattlibrary.org/event/make-play-saturdays/2024-11-23/,https://chattlibrary.org/wp-content/uploads/2024/05/Make-Play-Saturday-web-1.png,Chatt Library
"Baby Bounce at Downtown Monday, Thursday and Saturday 10am",Baby Bounce is a 30-minute program for parents and caregivers of tiny tots aged 1 day to 18 months.,11-25,10:00 AM,Downtown Library,https://chattlibrary.org/event/baby-bounce-at-downtown-monday-thursday-and-saturday-10am/2024-11-25/,https://chattlibrary.org/wp-content/uploads/2023/09/Baby-Bounce-1280-x-720-px.png,Chatt Library
Music & Movement Eastgate,An exploration of music through song and dance for children ages 0-5.,11-25,10:00 AM,Eastgate Library,https://chattlibrary.org/event/music-movement-eastgate/2024-11-25/,https://chattlibrary.org/wp-content/uploads/2023/12/music-movement.png,Chatt Library
Artists in Transition Art Classes,"We are offering free art classes designed specifically for those who have been affected by homelessness, whether currently experiencing it or recently housed. This program provides a safe and supportive space for participants to explore their creativity, express their emotions, and build community. Our classes are open to all skill levels, and no prior art […]",11-25,10:00 AM,Downtown Library,https://chattlibrary.org/event/artists-in-transition-art-classes/2024-11-25/,https://chattlibrary.org/wp-content/uploads/2024/10/artists-in-transition-1.png,Chatt Library
"Toddler Time at Downtown Monday, Thursday and Saturday 11am",Toddler Time is a 30-minute action-packed informal learning program for children ages 18 to 36 months.,11-25,11:00 AM,Downtown Library,https://chattlibrary.org/event/toddler-time-at-downtown-monday-thursday-and-saturday-11am/2024-11-25/,https://chattlibrary.org/wp-content/uploads/2023/09/Toddler-Time-Posters-1280-x-720-px.png,Chatt Library
Full Steam Ahead South Chatt,Full STEAM Ahead is a program designed for kids in Kindergarten through 3rd grade.,11-25,04:00 PM,South Chattanooga Library,https://chattlibrary.org/event/full-steam-ahead-south-chatt/2024-11-25/,https://chattlibrary.org/wp-content/uploads/2024/08/5.png,Chatt Library
Eastgate Authors,"Join the Eastgate Authors, a group of 3rd-8th graders and library staff, who meet weekly to develop creative writing skills and share their work",11-25,04:30 PM,Eastgate Library,https://chattlibrary.org/event/eastgate-authors/2024-11-25/,https://chattlibrary.org/wp-content/uploads/2024/05/EG-Authors-web.png,Chatt Library
Full Steam Ahead Downtown,Full STEAM Ahead is a program designed for kids in Kindergarten through 3rd grade.,11-25,04:30 PM,Downtown Library,https://chattlibrary.org/event/full-steam-ahead-downtown-2-2-2/2024-11-25/,https://chattlibrary.org/wp-content/uploads/2024/08/2-1.png,Chatt Library
